1,96.77357241,93.26812929,88.95091225,83.72746769,77.7745402,71.47595893,68.84209064,65.31042343,61.99315376,60.60933268,0,0.925607565,1.81532587,2.80445569,3.883729132,5.142957397,5.904756037,7.134733771,8.089429217,9,-0.867401001,-0.182016715,2
2,93.74056023,88.46839806,83.07836774,77.37925388,72.7999021,73.35175599,70.09742763,67.57124282,66.6390709,60.22184723,0,0.924541058,2.098513559,2.888331157,4.154896576,4.908074964,5.757251086,6.777602025,7.772773682,9,-0.553749337,0.934222202,1
3,93.56177071,88.34488404,79.61532236,72.40341916,71.43522977,67.43677273,62.48100924,58.53623973,55.80309384,51.3440699,0,0.887831035,2.085312071,3.100152174,3.895969024,5.191250129,6.053877446,6.9999092,7.921217583,9,1.773218269,0.832024813,1
4,106.7942865,102.2049829,95.1442816,91.71887104,85.46800396,81.18241464,77.58014096,73.77280468,71.97774998,68.28671631,0,0.821803648,1.800867128,2.787513327,4.242281306,4.851537141,6.078425672,6.870534592,8.009941338,9,0.95327933,-0.668624419,2
5,93.44329847,86.64206391,81.08385735,76.70569425,70.37020366,64.46378595,63.09896587,60.5872718,55.78406608,54.93857512,0,1.228511989,1.980418248,2.812537208,3.847942007,5.226460982,6.206150359,7.058433722,8.072753063,9,-0.858794607,-0.994102585,1
6,98.00145459,91.71979006,87.82459098,82.7932954,77.81907858,71.06995465,68.13939017,65.98804813,63.63615098,59.67728985,0,1.201962325,2.243372979,3.005297666,4.035048228,4.987961168,5.845317847,7.118261677,8.104158686,9,0.677487241,1.367849637,2
7,99.28216833,93.70544338,91.35964704,85.7407018,79.86158386,73.70649784,70.85842712,71.52920099,71.03901235,67.25288564,0,1.031628247,1.807253329,2.791235824,4.130830518,5.219595037,6.024169242,6.960972386,7.956947975,9,0.487407426,0.688382938,2
8,98.89688304,94.57113595,89.0756505,81.21546984,78.27387399,70.23204966,66.01085513,64.2805938,62.29097614,58.94079996,0,0.886614807,1.969832463,2.951243228,3.884140273,5.157134272,6.229509992,6.892374985,7.905145555,9,0.432965021,1.418186693,2
9,90.23987557,83.37422821,76.52302138,67.99269767,65.61216601,63.38570514,60.22463872,57.35768219,54.84349836,52.31504888,0,1.110859206,1.829234624,3.151939699,4.016213999,5.024836037,6.048066568,7.067691573,8.235904137,9,-1.227011601,-0.245586194,1
10,93.02324458,87.95247106,80.93438452,73.85548667,73.64310415,70.19691386,67.77388555,65.39537022,62.90117748,61.3617281,0,0.882052903,1.952859236,3.130028562,4.066844878,4.863541028,6.231152906,6.900706667,7.860117195,9,-1.010593863,-0.887233671,1
11,100.8052633,97.49674654,95.18196903,89.7181217,86.05243631,82.26063739,78.62386274,78.99727311,75.41286858,70.46362671,0,0.841624445,1.866165758,3.035339287,4.17105547,5.14902896,6.227783918,6.758501183,7.987549189,9,1.079464017,-0.949645209,2
12,100.1356568,92.80339823,87.94431591,78.87135699,75.5655059,74.04115078,67.85031724,65.583372,63.63095719,59.58246947,0,0.897158443,1.767253907,3.159391498,4.050836411,5.2248063,6.189323102,6.758230768,7.888547153,9,-1.809295399,-0.209520846,1
13,103.6384372,101.9168025,97.91716839,92.43165298,90.19420134,83.34690481,81.47790957,78.15366592,77.42838286,74.12035935,0,0.935425547,1.785562005,3.191650347,3.921683061,5.16271138,6.079001455,7.184695361,8.203462097,9,-1.244265334,-0.996745107,2
14,101.1041675,94.12828483,91.69262661,88.53963111,82.97015481,77.04676652,76.78501507,74.05930356,73.16388666,69.67145943,0,1.084019451,2.086143897,2.776427774,4.228760607,5.21085349,6.189883474,6.93464334,7.843169718,9,0.804944077,1.197331828,1
15,102.7839864,100.0387383,93.16711969,87.02661567,79.6557799,76.91272422,72.56808794,71.07177684,64.63363682,62.06939675,0,0.765591236,1.933793373,2.871073527,4.12823934,5.060581974,6.184198309,6.842302052,8.131373692,9,-0.214542532,-0.208392211,2
16,102.4983629,99.28692124,94.33196149,91.18682477,87.90423708,82.36221467,75.43683282,72.99882601,72.03505809,67.44402955,0,0.930702158,1.849257198,3.084724321,3.949618777,5.226740882,6.157616135,7.139865744,8.24121849,9,-0.130991818,-0.531176911,2
17,106.5560796,99.04188587,96.10347859,90.96020045,85.66368933,79.85990557,75.45232319,73.90118596,72.31655074,69.67726659,0,1.175371282,1.909521959,2.913581628,3.916235612,4.929840395,6.194385111,7.106305797,7.870685286,9,0.370628248,0.3462779,2
18,100.1512731,94.82793783,92.9655842,88.11207108,83.65854526,83.16198669,80.94203054,80.58415784,78.59941211,77.0579865,0,1.180862881,1.930787179,2.799689026,4.148603387,5.148938768,5.934187233,7.24066773,7.765731675,9,0.335395821,0.542255804,1
19,96.60450632,93.58418891,87.32725132,83.50352118,80.1207296,78.73928754,77.86494736,78.25789476,77.92110965,77.46542838,0,0.815702026,2.02302801,2.961013758,4.096058183,5.008107757,6.145980974,6.837524676,8.20329497,9,-2.169794348,-0.85611096,1
